index,ID,Title,Citation,Content,SectionDetail1,SectionDetail2,SectionDetail3,SectionDetail4,CodingSummary,Disease Investigation,DIxRef,Disease Reporting,DRepxRef,Syndromic Surveillance,SSxRef,Lab Reporting,LRxRef,Cancer Registry,CRxRef,Immunization Registry,IRxRef,Vital Statistics,VSxRef,Birth Defects,BDxRef,Newborn Blood Screening,NBBSxRef,MethPrecursorTracking,MethTrackingxRef,Anatomical Gift,AGxRef,Mental and Behavioral Health Reporting,MHRxRef,Accountable Care Organizations,ACOxRef,HIE-HIO,HIExRef,EHR-Treatment,EHRxRef,EHR-Education,EdxRef,EHR-Corrections,CxRef,Workers Compensation,WCxRef,Payor,PxRef,Prescription Drug Monitoring Program,PDMPxRef,ControlledSubstances,CSxRef,HealthCareQuality,HCQxRef,AdvanceDirectiveInformationSystems,ADISxRef,TraumaInformationSystems,TISxRef,ChildBloodLead,CBLxRef,NewbornHearingScreening,NBHSxRef,MedicalMarijuana,MMxR,EMSReporting,EMSxRef,ChildSupportWelfareFoster,CSupportxRef,HazardousSubstanceRegistry,HazSubxRef,DriversLicense,DLxRef,ResearchPublicUse,PubUsexRef,HITOversight,HITOxRef,GovernmentRecords,GovRecxRef,OccupationalHealth,OHxRef,PublicAssistance,PubAssistxRef,DentalIdentification,DentalxRef,VulnerablePopulations,VulnerablePopxRef,BreathTestingRec,BreathTestxRef,VoterRegistration,VoterRegxRef,PropertyTax,PropertyTaxxRef,FamilyPlanning,FamPlanxRef,HealthcareServiceReport,HCSReportxRef,InfectiousDisEpiSystem,IDEpiSystemxRef,AdminInvestigations,AdminInvestxRef,MedMalReporting,MedMalxRef,MentalHealthGun,MHGunxRef,BirthRelatedComp,BirthRelatedCompxR,ChronicDiseaseIS,ChronicDiseaseISxR,Location 1
1442,1371,§ 24-14B-6. Use and disclosure of electronic health care information,NM ST § 24-14B-6,Statutes,Chapter 24. Health and Safety,Article 14B. Electronic Medical Records Act,,,"HIExR, EHR-TxR, PayxR, Other, HITO,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1443,1661,333-018-0013 Electronic Laboratory Reporting,"OR ADC 333-018-0013 | Chapter 333. Oregon Health Authority, Public Health Division",Regulations,"Chapter 333. Oregon Health Authority, Public Health Division",Division 18. Disease Reporting,,,"DRxR, LR,",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1444,277,"006 STANDARDS OF OPERATION, CARE, AND TREATMENT:","175 NE ADC Ch. 14, § 006 | Health and Human Services System",Regulations,Health and Human Services System,Title 175: Health Care Facilities and Services Licensure,Chapter 14 - Home Health Agencies,,"EHR-T,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1445,1042,144.551. Hospital construction moratorium,MN ST § 144.551,Statutes,Health (Ch. 144-159),Chapter 144. Department of Health,Hospitals and Other Health Care Institutions,,"EHR-T,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1446,245,69L-56.307. Electronic Cancellation of Claim.,69 FL ADC 69L-56.307 | Title 69. Department of Financial Services,Regulations,Title 69. Department of Financial Services,Subtitle 69L. Workers' Compensation,Chapter 69L-56. Electronic Data Interchange (Edi) Technical Requirements,,"WC,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1447,490,381.028. Adverse medical incidents,FL ST § 381.028,Statutes,Title XXIX. Public Health (Chapters 381-408),Chapter 381. Public Health: General Provisions,,,"HCQ,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1448,1412,108.4744. “Protected property” defined,NV ST 108.4744,Statutes,Title 9. Security Instruments of Public Utilities; Mortgages; Deeds of Trust; Other Liens (Chapters 105-108),Chapter 108. Statutory Liens,Liens of Owners of Facilities for Storage,,"EHR-T,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1449,1195,§ 130A-468. Filing of documents with the registry,NC ST § 130A-468,Statutes,Chapter 130A. Public Health,Article 21. Advance Health Care Directive Registry,,,"Other, ADIS,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1450,535,64K-1.002. American Society for Automation in Pharmacy Standards and Formats.,64 FL ADC 64K-1.002 | Title 64. Department of Health,Regulations,Title 64. Department of Health,Subtitle 64K. Prescription Drug Monitoring Program,Chapter 64K-1. Prescription Drug Monitoring Program,,"PDMP,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1451,191,§ 11164.5. Electronic prescriptions or orders for specified controlled substances; reduction to writing; record maintenance,CA HLTH & S § 11164.5,Statutes,Health and Safety Code,Division 10. Uniform Controlled Substances Act,Chapter 4. Prescriptions,Article 1. Requirements of Prescriptions,"EHR-TxR, CS,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1452,89,§ 26-26-1118. Homestead property tax credit established,AR ST § 26-26-1118,Statutes,Title 26. Taxation,Chapter 26. Assessment of Taxes,,,"VSxR, Other, PropertyTax,",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1453,2585,§ 6.451. Purpose.,4 PA ADC § 6.451 | Title 4. Administration,Regulations,Title 4. Administration,Part I. Governor's Office,Chapter 6. Additional Councils and Committees,Subchapter JJ. Pennsylvania Ehealth Collaborative,"Pay,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1454,109,007.15.4-III. IMMUNIZATION REQUIREMENTS.,AR ADC 007.15.4-III | Title 007. Department of Health,Regulations,Title 007. Department of Health,Division 15. Health Maintenance/Epidemiology,https://1.next.westlaw.com/Browse/Home/Regulations/ArkansasRegulations?guid=NC6DBEA90DF8111DEA131BFC9CC7E74B4&transitionType=DocumentItem&contextData=(sc.Folder*cid.7cda301c94264669822fadee27cb362b*oc.Search)&firstPage=true,,"IRxR, EHR-E,",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1455,1615,752:15-9-3. Care of patient records and media requests about patient condition,OK ADC 752:15-9-3 | Title 752. University Hospitals Authority,Regulations,Title 752. University Hospitals Authority,Chapter 15. Medical Information,Subchapter 9. Confidentiality - Nursing Departments,,"EHR-T,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1456,1399,8.11.6. EMPLOYEE ABUSE REGISTRY,NM ADC 8.11.6 | Title 8. Social Services,Regulations,Title 8. Social Services—Repealed,Chapter 11. Adult Protective Services,Part 6. Employee Abuse Registry,,"Other, AdminInv,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
1457,2037,§ 58-83-302. Qualifications for licensure,UT ST § 58-83-302,Statutes,Title 58. Occupations and Professions,"Chapter 83. Online Prescribing, Dispensing, and Facilitation Licensing Act",Part 3. Licensing,,"EHR-T,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1458,2123,§ 9351. Health information technology plan,VT ST T. 18 § 9351,Statutes,Title Eighteen. Health,Part 8. Mental Health,Chapter 219. Health Information Technology and Telemedicine (Refs & Annos),Subchapter 1. Health Information Technology,"EHR-TxR, PayxR, Other, HITO,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1459,2735,65-6825. Same; use and disclosure of protected health information,KS ST 65-6825,Statutes,Chapter 65. Public Health,Article 68. Health Care Data,,,"HIExR, Other, HITO,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1460,2703,§ 65-28-7. Sensitive Health Information,WV ADC § 65-28-7 | Title 65. Health Care Authority,Regulations,,,,,"HIE,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1461,1095,"191.227. Medical records to be released to patient, when, exception--fee permitted, amount--liability of provider limited--annual handling fee adjustment",MO ST 191.227,Statutes,Title XII. Public Health and Welfare,Chapter 191. Health and Welfare,,,"EHR-T,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1462,575,135.156. Electronic health information--department duties--advisory council--executive committee,IA ST § 135.156,Statutes,Title IV. Public Health [Chs. 123-158],Subtitle 2. Health-Related Activities [Chs. 135-146],Chapter 135. Department of Public Health,Division XXI. Iowa Health Information Network,"HIE, EHR-TxR, PayxR, OtherxR, ResearchPubUsexR,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1463,266,500.3547. Visitation or examination of health care service operations by commissioner,MI ST 500.3547,Statutes,Chapter 500. Insurance Code of 1956,The Insurance Code of 1956 (Refs & Annos),Chapter 35. Health Maintenance Organizations,,"Pay,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1464,591,"441-9.12(22,252G) Personally identifiable information.","IA ADC 441-9.12(22,252G) | Agency 441 Human Services Department",Regulations,Agency 441 Human Services Department,Title I General Departmental Procedures [chs. 1 to 15],Chapter 9 Public Records and Fair Information Practices,,"PayxR, Other, PubAssistance,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1465,218,§ 14046.4. Implementation; provider bulletins or similar instructions,CA WEL & INST § 14046.4,Statutes,Welfare and Institutions Code,Division 9. Public Social Services,Part 3. Aid and Medical Assistance,Chapter 7. Basic Health Care,"EHR-TxR, Pay,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1466,1098,"191.910. Attorney general may investigate violations, powers--service authorized--prosecuting attorney, report, prosecution--provision of records--no limitation of other actions",MO ST 191.910,Statutes,Title XII. Public Health and Welfare,Chapter 191. Health and Welfare (Refs & Annos),Health Care Payment Fraud and Abuse,,"Pay,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1467,2611,§ 5-37.7-9. Secondary disclosure,RI ST § 5-37.7-9,Statutes,Title 5. Businesses and Professions,Chapter 37.7. Rhode Island Health Information Exchange Act of 2008,,,"HIE,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1468,1667,333-050-0140 Second Dose Measles in Community Colleges,"OR ADC 333-050-0140 | Chapter 333. Oregon Health Authority, Public Health Division",Regulations,"Chapter 333. Oregon Health Authority, Public Health Division",Division 50. School Immunization Rules,,,"IRxR, EHR-E,",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1469,554,82-3-1-.20. Confidentiality,GA ADC 82-3-1-.20 | Title 82. Department of Behavioral Health and Developmental Disabilities,Regulations,tle 82. Department of Behavioral Health and Developmental Disabilities,Subtitle 82-3-1. Adult Crisis Stabilization Units,,,"EHR-T,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1470,1309,45:1-45. Prescription Monitoring Program; requirements,NJ ST 45:1-45,Statutes,Title 45. Professions and Occupations (Refs & Annos),Subtitle 1. Professions and Occupations Regulated by State Boards of Registration and Examination,Chapter 1. General Provisions,Article 3. Record Background Checks for Health Care Professionals,"PDMP,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1471,2602,§ 5-37.7-1. Short title,RI ST § 5-37.7-1,Statutes,Title 5. Businesses and Professions,Chapter 37.7. Rhode Island Health Information Exchange Act of 2011,,,"HIE,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1472,1390,16.4.14. MANAGEMENT OF MEDICAL RECORDS,NM ADC 16.4.14 | Title 16. Occupational and Professional Licensing,Regulations,Title 16. Occupational and Professional Licensing,Chapter 4. Chiropractic Practitioners,Part 14. Management of Medical Records,,"EHR-T,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1473,875,§ 3301. Participation Requirements,"50 LA ADC Pt I, § 3301 | Title 50. Public Health -- Medical Assistance",Regulations,Title 50. Public Health -- Medical Assistance,Part I. Administration,Chapter 33. Coordinated Care Network Shared Savings Model,,"Pay,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1474,1774,§ 44-117-310. Definitions.,SC ST § 44-117-310,Statutes,Title 44. Health,Chapter 117. Prescription Information Privacy Act,Article 3. Electronic Prescription Processing,,"EHR-T,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1475,1717,415-065-0010 Definitions,"OR ADC 415-065-0010 | Chapter 415. Oregon Health Authority, Addictions and Mental Health Division: Addiction Services",Regulations,"Chapter 415. Oregon Health Authority, Addictions and Mental Health Division: Addiction Services",Division 65. Health Professionals' Services Program,,,"EHR-T,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1476,2455,§ 14. Federal financial participation,MA ST 118I § 14,Statutes,Part I. Administration of the Government (Ch. 1-182),Title XVII. Public Welfare (Ch. 115-123B),Chapter 118I. Health Information Technology,,"EHR-TxR, Pay,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1477,1968,§ 371.1607. Definitions,1 TX ADC § 371.1607 | Title 1. Administration,Regulations,Title 1. Administration,Part 15. Texas Health and Human Services Commission,Chapter 371. Medicaid and Other Health and Human Services Fraud and Abuse Program Integrity,,"EHR-TxR, Pay,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1478,946,.02 Preparation of Certificates.,MD ADC 10.03.01.02 | Title 10 Department of Health and Mental Hygiene,Regulations,Title 10 Department of Health and Mental Hygiene,Subtitle 03 Health Statistics,Chapter 01 Vital Records,,"VS,",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1479,6,§ 18.23.315. Health information exchange system report to the legislature,AK ST § 18.23.315,Statutes,"Title 18. Health, Safety, Housing, Human Rights, and Public Defender",Chapter 23. Health Care Services Information and Review Organizations,Article 3. Electronic Health Information Exchange System,,"HIE,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1480,1234,§ 23-02.1-26. Reproduction of records,ND ST 23-02.1-26,Statutes,Title 23. Health and Safety,Chapter 23-02.1. Health Statistics Act,,,"VS,",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1481,717,710.110 Designation Criteria for Regional ADA Centers,77 IL ADC 710.110 | Title 77: Public Health,Regulations,Title 77: Public Health,Chapter I(4): Department of Public Health,Subchapter L: Chronic Diseases,Part 710. Illinois Alzheimer's Disease and Related Disorders Assistance Code,"Other, ChronicIS,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
1482,446,Sec. 4-23b-2. General nature and purpose of personal data systems,CT ADC § 4-23b-2 | Title 4. State Agencies,Regulations,Title 4. State Agencies,Department of Administrative Services (1),Personal Data,,"Other, OccHealth,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
